adult,backdrop_path,genre_ids,id,title,original_language,original_title,overview,popularity,poster_path,release_date,softcore,video,vote_average,vote_count
False,/a3FaHEGActk76BeCBingyOvEqnm.jpg,"[35, 10402]",11031,This Is Spinal Tap,en,This Is Spinal Tap,"""This Is Spinal Tap"" shines a light on the self-contained universe of a metal band struggling to get back on the charts, including everything from its complicated history of ups and downs, gold albums, name changes and undersold concert dates, along with the full host of requisite groupies, promoters, hangers-on and historians, sessions, release events and those special behind-the-scenes moments that keep it all real.",8.0775,/b3lllDltoBws5uKZzBYVSjpjjJx.jpg,1984-03-02,False,False,7.4,1642
False,/qjKUUw2AhUZnbEzQIOjAN3chjeE.jpg,[18],10435,Chaplin,en,Chaplin,"An aged Charlie Chaplin narrates his life to his autobiography's editor, including his rise to wealth and comedic fame from poverty, his turbulent personal life and his run-ins with the FBI.",3.8666,/Aeltt5tl02zrEj4GoMynHc94lWG.jpg,1992-12-17,False,False,7.41,1219
False,/hnWBg0qgYa7LxVnTdVYUbAPLctc.jpg,"[53, 18, 80]",376290,Miss Sloane,en,Miss Sloane,An ambitious lobbyist faces off against the powerful gun lobby in an attempt to pass gun control legislation.,3.7603,/ptfvQlqe2xJiMSewSj52qAVq5z0.jpg,2016-11-25,False,False,7.409,1990
False,/y6jpd3c1UFoouBmIVWZMCGVyQmS.jpg,[18],374461,Mr. Church,en,Mr. Church,"A unique friendship develops when a little girl and her dying mother inherit a cook - Mr. Church. What begins as an arrangement that should only last six months, instead spans fifteen years.",2.684,/5fCfZEQwcbuqVPyMu7pN5XNpK5V.jpg,2016-09-16,False,False,7.409,530
False,/wh832wXrqIVdSC5271fkJIuyji4.jpg,"[28, 27, 878]",18289,Godzilla vs. Biollante,ja,ゴジラvsビオランテ,"After the previous Godzilla attack, a miniature arms race ensues to collect his cells. Concerned over Godzilla's possible return, the Japanese government uses the cells to create a new bio-weapon, ANEB (Anti-Nuclear Energy Bacteria). They seeks the aid of geneticist Genshiro Shiragami, who's experiments result in a new mutation.",3.0857,/me4CanEAtNm03LXlFJOyhX3FsMF.jpg,1989-12-16,False,False,7.409,302
False,/kbOB9DGl8qwhDRcXOmXfmcmadeD.jpg,"[18, 80]",645886,The Unforgivable,en,The Unforgivable,A woman is released from prison after serving a sentence for a violent crime and re-enters a society that refuses to forgive her past.,4.3156,/1b3dNFDuE7i05TJlXrIC571yR01.jpg,2021-11-24,False,False,7.408,2063
False,/kFD6fVwnrHq085JIHCDXsSIqAZf.jpg,"[28, 53, 80]",94329,The Raid,id,Serbuan Maut,"Deep in the heart of Jakarta's slums lies an impenetrable safe house for the world's most dangerous killers and gangsters. Until now, the run-down apartment block has been considered untouchable to even the bravest of police. Cloaked under the cover of pre-dawn darkness and silence, an elite swat team is tasked with raiding the safe house in order to take down the notorious drug lord that runs it.  But when a chance encounter with a spotter blows their cover and news of their assault reaches the drug lord, the building's lights are cut and all the exits blocked. Stranded on the sixth floor with no way out, the unit must fight their way through the city's worst to survive their mission. Starring Indonesian martial arts sensation Iko Uwais.",6.0128,/Abnm1Ws3JH0ReCfEhLMPwPcMcGO.jpg,2012-03-22,False,False,7.408,3904
False,/5sfbPsenSrbH8pzVMjEd0LUu50Y.jpg,"[27, 53]",794,The Omen,en,The Omen,"Immediately after their miscarriage, the US diplomat Robert Thorn adopts the newborn Damien without the knowledge of his wife. Yet what he doesn’t know is that their new son is the son of the devil.",9.9948,/mDcjjEu1fMNmsXi4l4D8IftlTix.jpg,1976-06-25,False,False,7.408,2420
False,/tOkSenL74N23O4S7wjJSUHz7Aeh.jpg,"[80, 18, 53]",388,Inside Man,en,Inside Man,"When an armed, masked gang enter a Manhattan bank, lock the doors and take hostages, the detective assigned to effect their release enters negotiations preoccupied with corruption charges he is facing.",7.2951,/ffMUgkDZICNiyaws1Jkv8qG8uFW.jpg,2006-03-17,False,False,7.408,6394
False,/dLhBHSv5v2wKuZQ3sumthfLplHU.jpg,"[878, 28, 18]",364433,They Call Me Jeeg,it,Lo chiamavano Jeeg Robot,"Exposed to radioactive waste, small-time crook Enzo gains super-strength. A misanthropic, introverted brute, he uses his powers for personal gain until he meets Alessia, a mentally ill girl who believes Enzo is the hero from her favorite anime, Steel Jeeg.",2.3017,/zvJPbyWflWHbHMHSdue1n4N69tC.jpg,2016-02-25,False,False,7.407,2586
False,/kODNw6GJNdgldUMEhKPlCw8wQCr.jpg,[18],312221,Creed,en,Creed,"The former World Heavyweight Champion Rocky Balboa serves as a trainer and mentor to Adonis Johnson, the son of his late friend and former rival Apollo Creed.",9.0494,/1BfTsk5VWuw8FCocAhCyqnRbEzq.jpg,2015-11-25,False,False,7.407,7996
False,/a0E1mbejev56Ii51hCnYUDj4tZS.jpg,"[16, 10751, 12]",37135,Tarzan,en,Tarzan,"Tarzan was a small orphan who was raised by an ape named Kala since he was a child. He believed that this was his family, but on an expedition Jane Porter is rescued by Tarzan. He then finds out that he's human. Now Tarzan must make the decision as to which family he should belong to...",11.6524,/bTvHlcqiOjGa3lFtbrTLTM3zasY.jpg,1999-06-17,False,False,7.407,7372
False,/ysCmtf9Y9fLDChZ88PXId5RbLP1.jpg,"[28, 53]",8681,Taken,en,Taken,"Bryan Mills, a former government operative, is trying to reconnect with his teenage daughter Kim. After reluctantly agreeing with his ex-wife to let Kim go to Paris on vacation with a friend, his worst nightmare comes true. While on the phone with his daughter shortly after she arrives in Paris, she and her friend are abducted by a gang of human traffickers. Working against the clock, Bryan relies on his extensive training and skills to track down the ruthless gang that abducted her and launch a one-man war to rescue his daughter.",12.5981,/ognkaUSNgJe1a2pjB4UNdzEo5jT.jpg,2008-02-18,False,False,7.407,12152
False,/6vWdQxx4yqV5kEeAqtzBHndo3Eg.jpg,"[18, 10749]",2767,The Lovers on the Bridge,fr,Les Amants du Pont-Neuf,"Set against Paris' oldest bridge, the Pont Neuf, while it was closed for repairs, this film is a love story between two young vagrants: Alex, a would be circus performer addicted to alcohol and sedatives and Michele, a painter driven to a life on the streets because of a failed relationship and an affliction which is slowly turning her blind.",2.394,/un81oln6mAv66sqnkgPSpWONUqP.jpg,1991-10-16,False,False,7.4,383
False,/n2OaA7Je0fgcVnfJM7xDJoPny7x.jpg,"[12, 9648, 80]",829280,Enola Holmes 2,en,Enola Holmes 2,"Enola takes on her first official case as a detective, but to solve the mystery of a missing girl, she'll need help from friends — and brother Sherlock.",25.2759,/tegBpjM5ODoYoM1NjaiHVLEA0QM.jpg,2022-11-03,False,False,7.407,3017
False,/zYWgVYAI7elv6lpnXCyUtIkSOpM.jpg,"[28, 53, 10752, 12]",460555,Operation Red Sea,zh,红海行动,"A squad of the Jiaolong Commando Unit - Sea Dragon, a spec ops team of the Chinese Navy, carries out a hostage rescue operation in the nation of Yewaire, on the Arabian Peninsula, and fiercely fights against local rebel groups and Zaka, a terrorist organization.",7.2148,/6ctXBO0o5fKQvGdSJsPc8TAYCvp.jpg,2018-02-16,False,False,7.4,436
False,/oDdRrwTCgaDzAshScrFO09qWqPB.jpg,"[18, 80]",10474,The Basketball Diaries,en,The Basketball Diaries,A high school basketball player’s life turns upside down after free-falling into the harrowing world of drug addiction.,4.7895,/AhvO1GGDPIgN0hOqZEgaFCbswMK.jpg,1995-04-21,False,False,7.406,2229
False,/oZibPrp183EI5yjKvVFZ1lhA3Pj.jpg,"[18, 10751]",630220,18 Presents,it,18 regali,"Elisa is only forty when an incurable disease takes her from her husband and their daughter. Before her heart stops, Elisa finds a way to stay close to her: a gift for every birthday up to her adult age, 18 gifts to try to accompany her child's growth year after year.",1.2849,/lS7lqDT3NF2LcSPdxXNJY9pMxZ6.jpg,2020-01-02,False,False,7.405,712
False,/oFyptNOx02o8sMcSsax4GSCAemg.jpg,[27],476299,Ghostland,en,Ghostland,"A mother of two inherits a home from her aunt. On the first night in the new home she is confronted with murderous intruders and fights for her daughters’ lives. Sixteen years later the daughters reunite at the house, and that is when things get strange...",4.8424,/ma9gY6OikBev8MsMaeA6h2EIdGo.jpg,2018-03-14,False,False,7.405,2692
False,/1aABIiqBY7yoQESE8qWvR0w9bJZ.jpg,"[16, 12, 878, 18, 10751, 14]",265712,Stand by Me Doraemon,ja,STAND BY ME ドラえもん,Sewashi and Doraemon find themselves way back in time and meet Nobita. It is up to Doraemon to take care of Nobita or else he will not return to the present.,4.6482,/wc7XQbfx6EIQqCuvmBMt3aisb2Y.jpg,2014-08-08,False,False,7.405,597
False,/yiglnLtYEH6UGY1qFy4zacixCXf.jpg,"[37, 18, 10749]",26596,Johnny Guitar,en,Johnny Guitar,"On the outskirts of town, the hard-nosed Vienna owns a saloon frequented by the undesirables of the region, including Dancin' Kid and his gang. Another patron of Vienna's establishment is Johnny Guitar, a former gunslinger and her lover. When a heist is pulled in town that results in a man's death, Emma Small, Vienna's rival, rallies the townsfolk to take revenge on Vienna's saloon – even without proof of her wrongdoing.",2.0118,/bap37yOCwcR9x4YDsNUaSo9nIp9.jpg,1954-05-26,False,False,7.405,478
False,/85z4NC6FzMQJBGlFqq8qQ2QByD4.jpg,"[9648, 16, 10751, 12, 35, 14]",20558,Scooby-Doo! in Where's My Mummy?,en,Scooby-Doo! in Where's My Mummy?,Scooby-Doo and the Mystery Inc. gang become involved in a supernatural mystery in Egypt.,3.3932,/w9CpKZmgDfQvHe8WzFsvxxKCNyc.jpg,2005-05-13,False,False,7.4,423
False,/7E4b9mXU9psvGbqCbI0aGEGI1oO.jpg,"[35, 10749, 12]",16305,Sullivan's Travels,en,Sullivan's Travels,"Successful movie director John L. Sullivan, convinced he won't be able to film his ambitious masterpiece until he has suffered, dons a hobo disguise and sets off on a journey, aiming to ""know trouble"" first-hand. When all he finds is a train ride back to Hollywood and a beautiful blonde companion, he redoubles his efforts, managing to land himself in more trouble than he bargained for when he loses his memory and ends up a prisoner on a chain gang.",1.695,/z5cqIM0ysVjkCmaDfyTQnlozdIp.jpg,1941-11-30,False,False,7.4,516
False,/zQyNGzYD144sbFKrfBP8mFwqDxn.jpg,"[18, 10749]",6003,Romeo and Juliet,en,Romeo and Juliet,"Romeo Montague and Juliet Capulet fall in love against the wishes of their feuding families. Driven by their passion, the young lovers defy their destiny and elope, only to suffer the ultimate tragedy.",5.4877,/vaBQKLbSWkXGTOlsz9ARdJP4lvg.jpg,1968-04-02,False,False,7.4,734
False,/i8aIbji5vcPoHwcLBZYQSniGkAI.jpg,"[35, 10749, 18]",639,When Harry Met Sally...,en,When Harry Met Sally...,"Sex always gets in the way of friendships between men and women. At least, that's what Harry Burns believes. So when Harry meets Sally Albright and a deep friendship blossoms between them, Harry's determined not to let his attraction to Sally destroy it. But when a night of weakness ends in a morning of panic, can the pair avoid succumbing to Harry's fears by remaining friends and admitting they just might be the perfect match for each other?",6.8682,/rFOiFUhTMtDetqCGClC9PIgnC1P.jpg,1989-07-12,False,False,7.4,4626
False,/n2OaA7Je0fgcVnfJM7xDJoPny7x.jpg,"[12, 9648, 80]",829280,Enola Holmes 2,en,Enola Holmes 2,"Enola takes on her first official case as a detective, but to solve the mystery of a missing girl, she'll need help from friends — and brother Sherlock.",25.2759,/tegBpjM5ODoYoM1NjaiHVLEA0QM.jpg,2022-11-03,False,False,7.406,3015
False,/bWN6ZBr6nJNEuHigL9fQWhZ78hd.jpg,"[18, 36]",9918,Glory Road,en,Glory Road,"In 1966, Texas Western coach Don Haskins led the first all-black starting line-up for a college basketball team to the NCAA national championship.",2.9339,/bGRSV5tStxDNPRLCewnOeeiZzrY.jpg,2006-01-13,False,False,7.404,805
False,/5oaMV2q0qzxkIW2ukU3lldLu5q2.jpg,"[53, 18, 80]",1359,American Psycho,en,American Psycho,"A wealthy New York investment banking executive hides his alternate psychopathic ego from his co-workers and friends as he escalates deeper into his illogical, gratuitous fantasies.",16.7841,/9uGHEgsiUXjCNq8wdq4r49YL8A1.jpg,2000-04-13,False,False,7.403,12379
False,/bIv1kaxb7tsiZYPO27PHfVb5eSF.jpg,"[80, 28, 18, 53]",877,Scarface,en,Scarface,"In 1920s Chicago, Italian immigrant and notorious thug, Antonio 'Tony' Camonte, aka Scarface, shoots his way to the top of the mobs while trying to protect his sister from the criminal life.",4.2972,/y4E5oRiHMTFkEB12IIcpbKbKzDW.jpg,1932-04-09,False,False,7.403,699
False,/4LrL40XecjGLRpX5I2gzMTUt04l.jpg,"[18, 36, 53]",617653,The Last Duel,en,The Last Duel,"King Charles VI declares that Knight Jean de Carrouges settle his dispute with his squire, Jacques Le Gris, by challenging him to a duel.",5.8873,/zjrJE0fpzPvX8saJXj8VNfcjBoU.jpg,2021-10-13,False,False,7.402,3878
False,/sv8nSUSXb7ldLOg4dm6KDIDdSEU.jpg,"[35, 36]",14257,Delusions of Grandeur,fr,La Folie des grandeurs,"Don Sallust is the minister of the King of Spain. Being disingenuous, hypocritical, greedy and collecting the taxes for himself, he is hated by the people he oppresses. Accused by The Queen, a beautiful princess Bavarian, of having an illegitimate child to one of her maids of honor, he was stripped of his duties and ordered to retire to a monastery.",1.747,/uJtEs9WRqyEREvdkS470n593z03.jpg,1971-12-08,False,False,7.4,741
False,/x7y8ezKtU1vRInk0dmbvDoKgJ8u.jpg,"[18, 35, 10749]",2898,As Good as It Gets,en,As Good as It Gets,"A misanthropic author, a single mother and waitress, and a gay artist form an unlikely friendship after the artist is assaulted in a robbery.",5.0704,/xXxuJPNUDZ0vjsAXca0O5p3leVB.jpg,1997-12-19,False,False,7.401,4159
False,/tdRp4HCCw4YoWtZuqlePNcZ0nCA.jpg,"[10749, 18, 80]",46326,Port of Shadows,fr,Le quai des brumes,"Down a foggy, desolate road to the port city of Le Havre travels Jean, an army deserter looking for another chance to make good on life. Fate, however, has a different plan for him, as acts of both revenge and kindness render him front-page news.",0.8608,/2S8O2V50TZlXV8uabOvGUJ1i5CZ.jpg,1938-05-17,False,False,7.4,311
False,/izgDdMvuRvTtA2azhKwPvfITZU1.jpg,"[12, 18, 28, 36]",11416,The Mission,en,The Mission,"When a Spanish Jesuit goes into the South American wilderness to build a mission in the hope of converting the Indians of the region, a slave hunter is converted and joins his mission. When Spain sells the colony to Portugal, they are forced to defend all they have built against the Portuguese aggressors.",3.2509,/6K9cG6LOOtySZF4D4xBu1MApC1N.jpg,1986-09-06,False,False,7.4,1554
False,/jQywhaFDVLPlFw864Bgw5eNtWfi.jpg,[14],626,Un Chien Andalou,fr,Un chien andalou,"Un Chien Andalou is an European avant-garde surrealist film, a collaboration between director Luis Buñuel and Salvador Dali.",3.4149,/obvE7ElAvCUhKtWFwDSvNbPw9PV.jpg,1929-06-05,False,False,7.4,1419
False,/lUyn54M9fNg0qPx6wulSQraqBvz.jpg,"[10402, 18]",502897,Leto,ru,Лето,"Leningrad, one summer in the early eighties. Smuggling LPs by Lou Reed and David Bowie, the underground rock scene is boiling ahead of the Perestroika. Mike and his beautiful wife Natasha meet with young Viktor Tsoi. Together with friends, they will change the destiny of rock’n’roll in the Soviet Union.",1.0653,/4rOkRmIhoPoyKUa5kDrIPizcglk.jpg,2018-06-07,False,False,7.399,342
False,/fnxQUdLAjmSRCdudbYClkSnrxVf.jpg,"[80, 36, 18]",466420,Killers of the Flower Moon,en,Killers of the Flower Moon,"When oil is discovered in 1920s Oklahoma under Osage Nation land, the Osage people are murdered one by one—until the FBI steps in to unravel the mystery.",10.3617,/dB6Krk806zeqd0YNp2ngQ9zXteH.jpg,2023-10-18,False,False,7.4,4169
False,/mGDUIbcrdULI7N0eg1Ip7oY0aUS.jpg,"[10749, 18, 36]",451480,The Guernsey Literary & Potato Peel Pie Society,en,The Guernsey Literary & Potato Peel Pie Society,"Free-spirited writer Juliet Ashton forms a life-changing bond with the delightful and eccentric Guernsey Literary and Potato Peel Pie Society, when she decides to write about the book club they formed during the occupation of Guernsey in WWII.",1.9168,/55oz5d6NdH7ohbM1I1Euh1Tt6PN.jpg,2018-04-19,False,False,7.4,1409
False,/zd3p7GKopxH4rIjGoDQ1ugalUtx.jpg,"[16, 10751, 10770, 12, 14]",13382,Rudolph the Red-Nosed Reindeer,en,Rudolph the Red-Nosed Reindeer,"Sam the snowman tells us the story of a young red-nosed reindeer who, after being ousted from the reindeer games because of his glowing nose, teams up with Hermey, an elf who wants to be a dentist, and Yukon Cornelius, the prospector. They run into the Abominable Snowman and find a whole island of misfit toys. Rudolph vows to see if he can get Santa to help the toys, and he goes back to the North Pole on Christmas Eve. But Santa's sleigh is fogged in. But when Santa looks over Rudolph, he gets a very bright idea...",2.0208,/xjAElUhXuc7zFJPj3qUHjcySNsE.jpg,1964-12-06,False,False,7.399,653
False,/9ZIOZcYY0NLKVLg6Pwxr0GwEJyV.jpg,"[16, 35, 18, 12]",9662,The Triplets of Belleville,fr,Les Triplettes de Belleville,"When her grandson is kidnapped during the Tour de France, Madame Souza and her beloved pooch Bruno team up with the Belleville Sisters—an aged song-and-dance team from the days of Fred Astaire—to rescue him.",2.4879,/enw6C4fDw88g0nOQgIJXjgH3NHi.jpg,2003-06-11,False,False,7.398,1047
False,/CZyMhVVpraYDptLpYXxXjgAuCH.jpg,[18],1155828,Sing Sing,en,Sing Sing,"Divine G, imprisoned at Sing Sing for a crime he didn't commit, finds purpose by acting in a theatre group alongside other incarcerated men in this story of resilience, humanity, and the transformative power of art.",2.6936,/s0TPyI8QlMiktEiq3JVhea0zFhM.jpg,2024-07-12,False,False,7.398,363
False,/kgaQLCOpH8K5kZZRmeiI4btSrl0.jpg,"[35, 27]",46838,Tucker and Dale vs. Evil,en,Tucker and Dale vs. Evil,"Two hillbillies are suspected of being killers by a group of paranoid college kids camping near the duo's West Virginian cabin. As the body count climbs, so does the fear and confusion as the college kids try to seek revenge against the pair.",3.4654,/8shwLEDzajJGSfLgbpac8x8xn1U.jpg,2010-01-22,False,False,7.4,3186
False,/6j1yeUhtFUVACFjLJXCFLswlcFE.jpg,"[10749, 35, 18]",2690,Irma la Douce,en,Irma la Douce,"When a recently fired policeman falls in love with a French prostitute, he doesn't want her to be with other men, so he creates an alter-ego in order to become her only customer.",2.302,/5TgL8ql6WwXWmX4EvBL4geJ7gx5.jpg,1963-01-30,False,False,7.398,479
False,/AjE0eLKSJ8SmHg9aiTaSuX5Od6R.jpg,"[18, 53]",1567,I Stand Alone,fr,Seul contre tous,"After completing jail time for beating up a man who tried to seduce his mentally-handicapped teenage daughter, the Butcher wants to start life anew. He institutionalizes his daughter and moves to the Lille suburbs with his mistress, who promises him a new butcher shop. Learning that she lied, the Butcher returns to Paris to find his daughter.",2.241,/4kMB2AAcDQ5diRuh7NTxuS90bx7.jpg,1999-02-17,False,False,7.4,583
False,/j14Z0pP7tpuHZlVBSuUL7tq2SGb.jpg,"[16, 9648, 28, 80]",736074,"Batman: The Long Halloween, Part Two",en,"Batman: The Long Halloween, Part Two","As Gotham City's young vigilante, the Batman, struggles to pursue a brutal serial killer, district attorney Harvey Dent gets caught in a feud involving the criminal family of the Falcones.",1.9967,/5X1n5q08mZ7NpNpxehMFODxfNYq.jpg,2021-07-26,False,False,7.4,584
False,/6HtIoLN8VQ5IQQo9VU9HmM4jSFc.jpg,"[16, 53, 878]",823,Jin-Roh: The Wolf Brigade,ja,人狼 JIN-ROH,"A member of an elite paramilitary counter-terrorism unit becomes traumatized after witnessing the suicide bombing of a young girl and is forced to undergo retraining. However, unbeknownst to him, he becomes a key player in a dispute between rival police divisions, as he finds himself increasingly involved with the sister of the girl he saw die.",5.5443,/63EMBxmcafkc4cWuUWQh2Ttd2jh.jpg,1999-11-17,False,False,7.397,567
False,/4js6VLf6qHWUbW42BpXiQKPBP7t.jpg,"[35, 27, 14]",814,An American Werewolf in London,en,An American Werewolf in London,"American tourists David and Jack are savagely attacked by an unidentified animal while hiking on the Yorkshire Moors. After retiring to the home of a beautiful nurse to recuperate, David soon begins experiencing disturbing changes to his body and mind.",4.9371,/hVEqUASJmCQaolkKFEySCHZ8uKG.jpg,1981-08-21,False,False,7.397,2721
